Job Title,Job description Link,badge,Company name,Company Profile Link,Deadline ,Location,Job Type,Salary Amount
Trainee Relationship Officer,https://skill.jobs/jobs/trainee-relationship-officer-td9yrBye,Beginner,Eastern Bank Limited,https://skill.jobs/company-profile/none-BPVlDtZs,Tue Jan 31 2023,Anywhare,Full Time,Negotiable
"Assistant Manager - Distribution & Logistics, Akij Ispat Ltd.",https://skill.jobs/jobs/assistant-manager-distribution-logistics-akij-ispat-ltd-YKwruxK2,Experienced,Akij Resources Limited,https://skill.jobs/company-profile/none-S3qB7GH1,Tue Jan 31 2023,Munshiganj,Full Time,Negotiable
"Jr. Executive/Executive, VAT",https://skill.jobs/jobs/jr-executiveexecutive-vat-p52egFDe,Mid Level,Akij Food & Beverage Ltd.,https://skill.jobs/company-profile/none-YTy8fjs9,Tue Jan 31 2023,Dhamrai,Full Time,Negotiable
Associate Professor (Neuro Medicine),https://skill.jobs/jobs/associate-professor-neuro-medicine-8zfSs6uL,Mid Level,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Thu Feb 16 2023,Gulshan,Full Time,Negotiable
Asstt. Professor (Physiology),https://skill.jobs/jobs/asstt-professor-physiology-T4SQq5v0,Mid Level,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,Negotiable
Professor (Community Medicine),https://skill.jobs/jobs/professor-community-medicine-lP8oXzgz,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,Negotiable
Emergency Medical Officer,https://skill.jobs/jobs/emergency-medical-officer-BYaH8ZZk,Mid Level,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Thu Feb 16 2023,Gulshan,Full Time,Negotiable
Registrar / Asst. Registrar (Medicine),https://skill.jobs/jobs/registrar-asst-registrar-medicine-k2XoDoRe,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Fri Feb 24 2023,Gulshan,Full Time,Negotiable
Registrar/Asst. Registrar - Surgery,https://skill.jobs/jobs/registrarasst-registrar-surgery-b1Iew3uN,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Fri Feb 24 2023,Gulshan,Full Time,Negotiable
Professor/Associate Professor (Gastroenterology),https://skill.jobs/jobs/professorassociate-professor-gastroenterology-1CmJpym4,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Thu Feb 23 2023,Gulshan,Full Time,Negotiable
Associate Professor (Medicine),https://skill.jobs/jobs/associate-professor-medicine-zWIQ4I4l,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,Negotiable
Principal,https://skill.jobs/jobs/principal-Zq8kYCnz,Experienced,Shahabuddin Medical College Hospital,https://skill.jobs/company-profile/none-c2uICUHY,Mon Feb 20 2023,Gulshan,Full Time,Negotiable
Store In-charge/ Store Keeper,https://skill.jobs/jobs/store-in-charge-store-keeper-YRantIs5,Beginner,Shamim Electronics,https://skill.jobs/company-profile/none-vI7Empia,Fri Feb 17 2023,Dhaka,Full Time,Negotiable
"Senior Officer, Product Development",https://skill.jobs/jobs/senior-officer-product-development-1USEPB5C,Beginner,SMC Enterprise Ltd.,https://skill.jobs/company-profile/none-Pb2FJe5X,Sun Feb 05 2023,Mymensingh (Bhaluka),Full Time,Negotiable
Senior/ Junior Cloud Engineer,https://skill.jobs/jobs/senior-junior-cloud-engineer-8eOfDoZR,Mid Level,Sheba Technologies Limited,https://skill.jobs/company-profile/none-wxZF4A0B,Thu Feb 09 2023,Mohakhali,Full Time,Negotiable
"Assistant Brand Manager, Consumer Brands",https://skill.jobs/jobs/assistant-brand-manager-consumer-brands-p79XWxsZ,Mid Level,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
Database Administrator,https://skill.jobs/jobs/database-administrator-45y4g7ne,Mid Level,MySoft Limited,https://skill.jobs/company-profile/none-wRmq9lRK,Thu Jan 05 2023,Karwan Bazar,Full Time,Negotiable
Head of Category Management,https://skill.jobs/jobs/head-of-category-management-0qP1JYuz,Top Level,Banglalink,https://skill.jobs/company-profile/none-3eHiotlP,Sat Jan 21 2023,Dhaka,Full Time,Negotiable
Digital Marketing Executive,https://skill.jobs/jobs/digital-marketing-executive-SNiwKPBa,Mid Level,MAC-CHEM BD. CO.,https://skill.jobs/company-profile/none-i0Tuay97,Tue Feb 21 2023,Dhaka (Dhanmondi),Full Time,Negotiable
Superviser - Production (For Hi-Fashion Furniture Industry),https://skill.jobs/jobs/superviser-production-for-hi-fashion-furniture-industry-8m3hwrl2,Mid Level,Deen Group,https://skill.jobs/company-profile/none-3RbYlTTC,Tue Jan 31 2023,Narayanganj,Full Time,Negotiable
Asst. Manager / Manager- Quality Assurance & Control (Woven),https://skill.jobs/jobs/asst-manager-manager-quality-assurance-control-woven-TYwabqrq,Experienced,Aptech Group,https://skill.jobs/company-profile/none-M5FdzUzd,Sat Feb 18 2023,Gazipur,Full Time,Negotiable
Manager - Warehouse,https://skill.jobs/jobs/manager-warehouse-KCTMEmbq,Mid Level,ShopUp,https://skill.jobs/company-profile/none-3OMD8lYg,Tue Feb 07 2023,Dhaka,Full Time,Negotiable
Executive/ Jr. Executive - Production Planning,https://skill.jobs/jobs/executive-jr-executive-production-planning-gIFf8ehU,Beginner,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Fri Feb 03 2023,Gazipur,Full Time,Negotiable
Sr. Officer / Executive- Welfare,https://skill.jobs/jobs/sr-officer-executive-welfare-bU27fTUO,Beginner,Aptech Group,https://skill.jobs/company-profile/none-M5FdzUzd,Sat Feb 18 2023,Gazipur,Full Time,Negotiable
"AGM - Quality, Lingerie Garments",https://skill.jobs/jobs/agm-quality-lingerie-garments-vkIJqjwo,Experienced,DBL Group,https://skill.jobs/company-profile/none-n03nDQ6J,Tue Jan 31 2023,Gazipur,Full Time,Negotiable
Sr. Merchandiser,https://skill.jobs/jobs/sr-merchandiser-iMEWfEMM,Experienced,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Sat Feb 04 2023,Gulshan,Full Time,Negotiable
Executive-II_ Store_ Columbia Apparels Limited,https://skill.jobs/jobs/executive-ii_-store_-columbia-apparels-limited-K5SQzcFs,Beginner,M & J Group,https://skill.jobs/company-profile/none-FYjgRTEE,Fri Feb 17 2023,Gazipur (Gazipur Sadar),Full Time,Negotiable
Executive HR,https://skill.jobs/jobs/executive-hr-SVwssfM8,Mid Level,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Sat Feb 04 2023,Gulshan,Full Time,Negotiable
"Quality Manager - Woven, Bottom",https://skill.jobs/jobs/quality-manager-woven-bottom-vLY7DWzz,Experienced,Silver Line Group,https://skill.jobs/company-profile/none-bsEIxsof,Sat Feb 04 2023,Gazipur,Full Time,Negotiable
Digital Marketer,https://skill.jobs/jobs/digital-marketer-HmfHIHo5,Beginner,Explore Next Information Ltd. (EXNIN),https://skill.jobs/company-profile/none-Ue57loVL,Mon Feb 20 2023,Dhaka,Full Time,Negotiable
"Manager, Product Development",https://skill.jobs/jobs/manager-product-development-6YteAv7W,Experienced,Akij Food & Beverage Ltd.,https://skill.jobs/company-profile/none-YTy8fjs9,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
"Assistant Teacher(Mathematics), Amanatul Munaw-Warah School",https://skill.jobs/jobs/assistant-teachermathematics-amanatul-munaw-warah-school-dQjHjJea,Beginner,Akij Food & Beverage Ltd.,https://skill.jobs/company-profile/none-YTy8fjs9,Tue Jan 31 2023,Dhaka (Dhamrai),Full Time,Negotiable
Executive/Sr. Executive - POS Software Sales and Marketing (Dhaka),https://skill.jobs/jobs/executivesr-executive-pos-software-sales-and-marketing-dhaka-DiZA2KOa,Beginner,Elitbuzz Technologies Ltd.,https://skill.jobs/company-profile/none-MbUjBoUX,Sat Feb 11 2023,Dhaka,Full Time,Negotiable
Executive/Sr. Executive - POS Software Sales and Marketing (Chattogram),https://skill.jobs/jobs/executivesr-executive-pos-software-sales-and-marketing-chattogram-UmR7eeET,Beginner,Elitbuzz Technologies Ltd.,https://skill.jobs/company-profile/none-MbUjBoUX,Sat Feb 11 2023,Chattogram,Full Time,Negotiable
Odoo Technical Consultant and Implementer,https://skill.jobs/jobs/odoo-technical-consultant-and-implementer-AAwD5DRa,Beginner,Elitbuzz Technologies Ltd.,https://skill.jobs/company-profile/none-MbUjBoUX,Tue Jan 31 2023,Dhaka (Badda),Full Time,Negotiable
"Full Stack Software Developer For Laravel, Wordpress & Node",https://skill.jobs/jobs/full-stack-software-developer-for-laravel-wordpress-node-1XRLTBLZ,Beginner,Combosoft Ltd,https://skill.jobs/company-profile/none-cvaDqUg4,Mon Feb 20 2023,Dhaka (Mirpur),Full Time,30000 - 50000
IT Specialist (Vicidial Expert),https://skill.jobs/jobs/it-specialist-vicidial-expert-pEAPHzfR,Beginner,SuperTel Limited,https://skill.jobs/company-profile/none-HsgbdIHz,Fri Feb 17 2023,Dhaka (Uttara),Full Time,Negotiable
Field Marketing Executive,https://skill.jobs/jobs/field-marketing-executive-Si1dPhtu,Beginner,ACI Limited,https://skill.jobs/company-profile/none-L0316KGo,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Structured Finance Specialist / Corporate Analyst,https://skill.jobs/jobs/structured-finance-specialist-corporate-analyst-w5kVkMuH,Mid Level,ACI Limited,https://skill.jobs/company-profile/none-L0316KGo,Tue Jan 31 2023,Dhaka (Tejgaon),Full Time,Negotiable
"Manager, Project Management",https://skill.jobs/jobs/manager-project-management-42MuPZhB,Experienced,ACI Limited,https://skill.jobs/company-profile/none-L0316KGo,Tue Jan 31 2023,Dhaka (Tejgaon),Full Time,Negotiable
"Manager / Assistant Manager, Commercial",https://skill.jobs/jobs/manager-assistant-manager-commercial-F7SBRamB,Experienced,ACI Limited,https://skill.jobs/company-profile/none-L0316KGo,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Financial Analyst/ Corporate Affairs Analyst,https://skill.jobs/jobs/financial-analyst-corporate-affairs-analyst-TEXh3dXn,Experienced,ACI Limited,https://skill.jobs/company-profile/none-L0316KGo,Tue Jan 31 2023,Dhaka (Tejgaon),Full Time,Negotiable
"Business Development Executive, Sales & Marketing",https://skill.jobs/jobs/business-development-executive-sales-marketing-hnTQU2vS,Beginner,Impel Service & Solutions Limited,https://skill.jobs/company-profile/none-pUZB6B4Y,Tue Feb 14 2023,Anywhere,Full Time,Negotiable
Incharge (Sales-Small Appliances Distributor Network),https://skill.jobs/jobs/incharge-sales-small-appliances-distributor-network-nWKbLW8z,Experienced,Walton Hi-Tech Industries PLC.,https://skill.jobs/company-profile/none-ncUCU3cu,Fri Feb 10 2023,Dhaka,Full Time,Negotiable
Advanced Chemical Industries Limited (ACI),https://skill.jobs/jobs/advanced-chemical-industries-limited-aci-04pk5Swo,Mid Level,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Dhaka,Full Time,Negotiable
"Executive, Business Development (Night Shift)",https://skill.jobs/jobs/executive-business-development-night-shift-tX0RfI7n,Beginner,Cutting Edger,https://skill.jobs/company-profile/none-JpOca71l,Fri Feb 17 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Manager, Industrial Engineering (Birichina)",https://skill.jobs/jobs/manager-industrial-engineering-birichina-DlH3Mfva,Beginner,SQ Group,https://skill.jobs/company-profile/none-ANr9DNNv,Mon Feb 20 2023,Anywhere,Full Time,Negotiable
"Manager, PD (SQ Birichina Limited)",https://skill.jobs/jobs/manager-pd-sq-birichina-limited-MKvu8rve,Experienced,SQ Group,https://skill.jobs/company-profile/none-ANr9DNNv,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Executive - Digital Advertising (Jashore),https://skill.jobs/jobs/executive-digital-advertising-jashore-2ZRaAund,Beginner,ServicEngine Ltd.,https://skill.jobs/company-profile/servicengine-ltd-XhxKubOg,Sat Feb 18 2023,Jashore,Full Time,12000 - 15000
Sr. Service Manager/Asst. Service Manager,https://skill.jobs/jobs/sr-service-managerasst-service-manager-JslFim8J,Experienced,Kaltimex Energy Bangladesh (Pvt.) Ltd.,https://skill.jobs/company-profile/none-BmmqYNG4,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
MERN Stack developer,https://skill.jobs/jobs/mern-stack-developer-xfjKHyGd,Mid Level,ImpleVista BD,https://skill.jobs/company-profile/none-B7vSeTdx,Fri Feb 10 2023,Mohammadpur,Full Time,50000 - 80000
Financial Analyst/ Corporate Affairs Analyst,https://skill.jobs/jobs/financial-analyst-corporate-affairs-analyst-MVLAjBgR,Experienced,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Tejgaon,Full Time,Negotiable
"Assistant/ Deputy Manager, Accounts",https://skill.jobs/jobs/assistant-deputy-manager-accounts-GoB3guOh,Mid Level,Meghna Group of Industries,https://skill.jobs/company-profile/none-naqLihTL,Tue Jan 17 2023,Anywhere,Full Time,Negotiable
Business Developer,https://skill.jobs/jobs/business-developer-cRwPq71G,Beginner,Apple Soft IT,https://skill.jobs/company-profile/none-ewglVg09,Tue Jan 31 2023,Adabor,Full Time,15000 - 18000
Graphics Designer,https://skill.jobs/jobs/graphics-designer-I7EAlwrs,Mid Level,Apple Soft IT,https://skill.jobs/company-profile/none-ewglVg09,Tue Jan 31 2023,Adabor,Full Time,12000 - 15000
Accountant,https://skill.jobs/jobs/accountant-Fv2sncD1,Mid Level,Apple Soft IT,https://skill.jobs/company-profile/none-ewglVg09,Tue Jan 31 2023,Adabor,Full Time,15000 - 17000
"Sales Officer/ Sr. Sales Officer, Paints",https://skill.jobs/jobs/sales-officer-sr-sales-officer-paints-ExRCTQ2X,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Anywhere in Bangladesh,Full Time,Negotiable
"Sr. Executive/Asst. Manager-S & M, Cement",https://skill.jobs/jobs/sr-executiveasst-manager-s-m-cement-q4vlCbN6,Mid Level,Meghna Group of Industries,https://skill.jobs/company-profile/none-naqLihTL,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
"Deputy Manager/Manager (Sustainability), Marketing & Business Development",https://skill.jobs/jobs/deputy-managermanager-sustainability-marketing-business-development-bhhFHODp,Experienced,Bashundhara Group,https://skill.jobs/company-profile/none-r1cLx7jb,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Software Engineer - Data Analyst,https://skill.jobs/jobs/software-engineer-data-analyst-q9CRfpce,Mid Level,FinSource Limited,https://skill.jobs/company-profile/none-KEvvBnm2,Fri Feb 10 2023,Anywhere,Full Time,50000 - 60000
Associate Executive,https://skill.jobs/jobs/associate-executive-Qt4JeL9a,Beginner,FinSource Limited,https://skill.jobs/company-profile/none-KEvvBnm2,Wed Feb 15 2023,Anywhere,Full Time,20000 - 23000
Sr. Executive - Finance & Accounts,https://skill.jobs/jobs/sr-executive-finance-accounts-1Ga9ywgI,Mid Level,Pridesys IT Limited,https://skill.jobs/company-profile/none-VqWvFFtL,Sat Feb 18 2023,Anywhere,Full Time,Negotiable
"Deputy Manager/ Manager, Accounts (Chattogram Office)",https://skill.jobs/jobs/deputy-manager-manager-accounts-chattogram-office-1lb9iJ6p,Experienced,Meghna Group of Industries,https://skill.jobs/company-profile/none-naqLihTL,Tue Jan 31 2023,Chattogram,Full Time,Negotiable
Analyst - Data Solution and Due Diligence,https://skill.jobs/jobs/analyst-data-solution-and-due-diligence-1rvBZ7rM,Beginner,ServicEngine Ltd.,https://skill.jobs/company-profile/servicengine-ltd-XhxKubOg,Thu Feb 16 2023,"Kawran Bazar, Mohakhali",Full Time,10000 - 18000
Graphic Designer,https://skill.jobs/jobs/graphic-designer-vX2sCEUK,Beginner,Fabric Lagbe Ltd,https://skill.jobs/company-profile/none-LUFV2Qa9,Sun Feb 05 2023,Dhaka,Full Time,Negotiable
"Executive, Sales & Marketing",https://skill.jobs/jobs/executive-sales-marketing-Ga4XFjLV,Beginner,FIFO Tech,https://skill.jobs/company-profile/none-izNC6EdG,Thu Jan 05 2023,Anywhere,Full Time,Negotiable
Data Entry Operator (Mirpur Branch),https://skill.jobs/jobs/data-entry-operator-mirpur-branch-1PaOFnPn,Beginner,Golden Harvest InfoTech,https://skill.jobs/company-profile/none-u0VBJQ0g,Tue Feb 14 2023,Mirpur,Full Time,Negotiable
Full Stack MERN Developer,https://skill.jobs/jobs/full-stack-mern-developer-PfGynYsJ,Beginner,Star IT Solution,https://skill.jobs/company-profile/none-pwIVIC5F,Tue Jan 31 2023,Anywhere,Full Time,40000 - 50000
Wordpress Developer,https://skill.jobs/jobs/wordpress-developer-keoBZ3hA,Beginner,Star IT Solution,https://skill.jobs/company-profile/none-pwIVIC5F,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Sr. Executive/ Assistant Manager - Supply Chain Management (EME),https://skill.jobs/jobs/sr-executive-assistant-manager-supply-chain-management-eme-HhFh3Lm1,Experienced,Shanta Holdings Ltd.,https://skill.jobs/company-profile/none-5M3eVdUl,Wed Feb 08 2023,Anywhere,Full Time,Negotiable
Graphics Designer & Video Editor,https://skill.jobs/jobs/graphics-designer-video-editor-qx4Tblga,Beginner,KB Travels,https://skill.jobs/company-profile/none-d7mV4To6,Thu Jan 05 2023,"Banani, Dhaka",Full Time,Negotiable
Data Entry Operator (Mohakhali Branch),https://skill.jobs/jobs/data-entry-operator-mohakhali-branch-F66TGX7p,Beginner,Golden Harvest InfoTech,https://skill.jobs/company-profile/none-u0VBJQ0g,Tue Jan 31 2023,Mohakhali,Full Time,Negotiable
Assistant Manager/Deputy Manager- Legal,https://skill.jobs/jobs/assistant-managerdeputy-manager-legal-iZiQ5PTM,Experienced,Shanta Holdings Ltd.,https://skill.jobs/company-profile/none-5M3eVdUl,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
"Executive, Welfare",https://skill.jobs/jobs/executive-welfare-VaKDl6hq,Beginner,Shanta Holdings Ltd.,https://skill.jobs/company-profile/none-5M3eVdUl,Fri Feb 17 2023,Anywhere,Full Time,Negotiable
Officer - Finance,https://skill.jobs/jobs/officer-finance-2EBmTnoT,Mid Level,ActionAid Bangladesh,https://skill.jobs/company-profile/none-NQ4Ps7ST,Tue Jan 31 2023,Cox's Bazar,Contractual,Negotiable
Business Development Executive,https://skill.jobs/jobs/business-development-executive-ZrWczFj2,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
"Executive, Digital Marketing",https://skill.jobs/jobs/executive-digital-marketing-V9r1Kggt,Beginner,Advanced Chemical Industries Limited (ACI),https://skill.jobs/company-profile/none-OMMAmivQ,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
Full Stack Software Engineer,https://skill.jobs/jobs/full-stack-software-engineer-lqYrG5CD,Mid Level,Skill.Jobs,https://skill.jobs/company-profile/none-7l32894M,Mon Feb 20 2023,"Dhanmondi, Dhaka",Full Time,Negotiable
Senior Associate - Employee Engagement - Human Resources,https://skill.jobs/jobs/senior-associate-employee-engagement-human-resources-lbuJxjaV,Beginner,Confidence Group,https://skill.jobs/company-profile/none-TXjClzzM,Tue Jan 31 2023,Anywhere,Full Time,Negotiable
"Executive, Finance & Accounts",https://skill.jobs/jobs/executive-finance-accounts-r8p7EBqk,Beginner,Fabricraft Limited,https://skill.jobs/company-profile/none-E8xrOHX7,Thu Feb 16 2023,Dhaka,Full Time,20000 - 30000
"Senior Manager / Manager, Credit Risk Management (CRM) Department",https://skill.jobs/jobs/senior-manager-manager-credit-risk-management-crm-department-s4GCAQVG,Experienced,Global Brand Pvt. Ltd.,https://skill.jobs/company-profile/none-GqUfY6V4,Fri Feb 17 2023,Dhanmondi,Full Time,Negotiable
