Job name,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,,,,,,,,,,,,,,
Information Desk Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1131961&fcatId=-1&ln=1,Grameen Caledonian College of Nursing(GCCN),Anywhere in Bangladesh,1 to 3 year(s),Graduation (preferably in Marketing) from any reputed University.,2023,,,,,,,,,,,,,,,
Assistant Manager/ Deputy Manager - Sales (Walk-in-Interview),https://jobs.bdjobs.com/jobdetails.asp?id=1132862&fcatId=-1&ln=1,Rupayan Housing Estate Ltd,"Chattogram, Dhaka, Narayanganj",At least 6 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,https://corporate.bdjobs.com/logos/27227_2.png,,,,,,,,,,,,,,
Executive/ Sr. Executive- Product Management,https://jobs.bdjobs.com/jobdetails.asp?id=1132863&fcatId=-1&ln=1,Global Brand Pvt. Ltd.,Dhaka,2 to 3 year(s),B.Sc. Computer Science,2023,,,,,,,,,,,,,,,
Application Support Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132683&fcatId=-1&ln=1,Orogenic Resources (BD) Ltd,Anywhere in Bangladesh,4 to 5 year(s),,2023,,,,,,,,,,,,,,,
Field Executive / Field Officer - Sales & Promotion,https://jobs.bdjobs.com/jobdetails.asp?id=1132847&fcatId=-1&ln=1,Voltex Battery Manufacturing Co. Ltd.,Anywhere in Bangladesh,Na,Preferably graduate and diploma in Hotel Management with specialty in production & F&B services.,,https://corporate.bdjobs.com/logos/58507_0.jpg,,,,,,,,,,,,,,
"Manager, Food Production & Services",https://jobs.bdjobs.com/jobdetails.asp?id=1132833&fcatId=-1&ln=1,Dhaka Club Limited,Dhaka,At least 10 year(s),M.Sc./ B.Sc. in Chemistry in any Reputed University with minimum 3-5 years` experience in the same ...,2023,https://corporate.bdjobs.com/logos/31096_0.png,,,,,,,,,,,,,,
Production Chemist (Emulsion),https://jobs.bdjobs.com/jobdetails.asp?id=1132717&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),M.Sc./ B.Sc. in Chemistry in any Reputed University with minimum 3-5 years` experience in the same ...,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Production Chemist  (Alkyd Resin),https://jobs.bdjobs.com/jobdetails.asp?id=1132716&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),Graduation (preferably in Marketing) from any reputed University.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Executive/ Sr. Executive - Sales (Walk-in-Interview),https://jobs.bdjobs.com/jobdetails.asp?id=1132850&fcatId=-1&ln=1,Rupayan Housing Estate Ltd,"Chattogram, Dhaka, Narayanganj",At least 2 year(s),BBA and MBA in HRM from reputed University,2023,https://corporate.bdjobs.com/logos/27227_2.png,,,,,,,,,,,,,,
Officer/ Sr. Officer - HR,https://jobs.bdjobs.com/jobdetails.asp?id=1132802&fcatId=-1&ln=1,Akij Resources Limited,Dhaka,At least 3 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
PS to Managing Director,https://jobs.bdjobs.com/jobdetails.asp?id=1132792&fcatId=-1&ln=1,Fariha Group,Dhaka,At least 5 year(s),HSC,2023,,,,,,,,,,,,,,,
Field Recovery Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132819&fcatId=-1&ln=1,Adorsho Polly Foundation,Jatrabari,Na,M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,,,,,,,,,,,,,,,
Sales Executive  (Decorative Paints),https://jobs.bdjobs.com/jobdetails.asp?id=1132719&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,3 to 5 year(s),M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Sales Executive ( Industrial & Marine Paints),https://jobs.bdjobs.com/jobdetails.asp?id=1132718&fcatId=-1&ln=1,Classic Chemical Industries Limited,Dhaka,3 to 5 year(s),Bachelor degree in any discipline,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Marketing Officer / Sr. Marketing Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132731&fcatId=-1&ln=1,Bio Care Agro Limited,Anywhere in Bangladesh,2 to 3 year(s),B.A/B.Com in any reputed university with minimum 1-2 year experience in the same field and good ...,2023,,,,,,,,,,,,,,,
Showroom in-charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132722&fcatId=-1&ln=1,Classic Chemical Industries Limited,Anywhere in Bangladesh,1 to 2 year(s),M.Com / B.Com in any reputed university with minimum 3-5 years` experience in the same field.,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Sales Executive  (Chemicals),https://jobs.bdjobs.com/jobdetails.asp?id=1132721&fcatId=-1&ln=1,Classic Chemical Industries Limited,Dhaka,3 to 5 year(s),Bachelor degree in any discipline,2023,https://corporate.bdjobs.com/logos/98902_0.jpg,,,,,,,,,,,,,,
Graphic Designer,https://jobs.bdjobs.com/jobdetails.asp?id=1132849&fcatId=-1&ln=1,ISHO Limited,Banani,3 to 5 year(s),,2023,https://corporate.bdjobs.com/logos/85221_3.jpg,,,,,,,,,,,,,,
???????? ????? ??? ???? ?????,https://jobs.bdjobs.com/jobdetails.asp?id=1132838&fcatId=-1&ln=2,??????? ?????,????,0 to 1 year(s),Deadline:,,,,,,,,,,,,,,,,
Manager (Washing),https://jobs.bdjobs.com/jobdetails.asp?id=1132853&fcatId=-1&ln=1,A 100% Knit Garments Factory,Kaliakair,At least 7 year(s),Bachelor degree in any discipline.,2023,,,,,,,,,,,,,,,
Officer - Legal Affairs,https://jobs.bdjobs.com/jobdetails.asp?id=1132922&fcatId=-1&ln=1,Crony Group.,Narayanganj,2 to 4 year(s),Bachelor of Law (LLB) in Law,2023,Master of Law (LLM) in Law,,,,,,,,,,,,,,
?????? ???? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132848&fcatId=-1&ln=2,??-???????? ????????  ?? ?? ??,??????? ??? ??????,4 to 5 year(s),????????? ????? ??????,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
?????? ???? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132846&fcatId=-1&ln=2,??-???????? ???????? ?? ?? ??,??????? ??? ??????,2 to 3 year(s),??????? ???? ????????? ????? ??????,2023,,,,,,,,,,,,,,,
?????? ????? ??????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132845&fcatId=-1&ln=2,??-???????? ???????? ?? ?? ??,??????? ??? ??????,3 to 4 year(s),??????? ???? ????????? ???? ?????? ??????,2023,,,,,,,,,,,,,,,
SVP/ DVP (Marketing),https://jobs.bdjobs.com/jobdetails.asp?id=1132902&fcatId=-1&ln=1,Prime Insurance Company Limited.,Anywhere in Bangladesh,At least 5 year(s),Masters/MBA/M.Com/MSS/BA/Graduation,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Manager (Marketing & Merchandising),https://jobs.bdjobs.com/jobdetails.asp?id=1131365&fcatId=-1&ln=1,Future-Knit Composite Ltd.,Gazipur,At least 7 year(s),B.Sc in Textile Engineering / MBA in Apparel Manufacturing / Masters from any reputed University.,2023,,,,,,,,,,,,,,,
Brand & Communication Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132856&fcatId=-1&ln=1,Shopno Market BD,Rampura,3 to 6 year(s),HSC,2023,Bachelor degree in any discipline,,,,,,,,,,,,,,
"Principal - Muslim Aid Institute of Technology (MAIT), Jashore",https://jobs.bdjobs.com/jobdetails.asp?id=1132926&fcatId=-1&ln=1,Muslim Aid UK Bangladesh Field Office,Jashore,At least 5 year(s),Bachelor in Engineering (BEngg),2023,B.Sc in Engineering with 5 years of experience in Institute of ...,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Marketing and Sales Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132876&fcatId=-1&ln=1,CliqPack Ltd,"Chattogram, Dhaka",At least 5 year(s),Bachelor of Business Administration (BBA),2023,Masters degree in any discipline,,,,,,,,,,,,,,
Ecommerce Project Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132924&fcatId=-1&ln=1,Echologyx Ltd.,"Chattogram, Dhanmondi, Uttara",At least 5 year(s),Bachelor degree in any discipline,2023,B.Sc or M.Sc in Computer Science or related subject from a ...,,,,,,,,,,,,,,
"Executive/ Senior Executive, Import CRM",https://jobs.bdjobs.com/jobdetails.asp?id=1132727&fcatId=-1&ln=1,BANSARD INTERNATIONAL BANGLADESH,Dhaka,At least 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Customer Service Executive (Call Center),https://jobs.bdjobs.com/jobdetails.asp?id=1132920&fcatId=-1&ln=1,Tuition Terminal,Dhaka,Na,HSC,2023,A Level,,,,,,,,,,,,,,
Store In-Charge,https://jobs.bdjobs.com/jobdetails.asp?id=1132898&fcatId=-1&ln=1,SAK Consumer Products Ltd,"Sylhet, Madhabpur",At least 4 year(s),Bachelor of Commerce (BCom) in Accounting,2023,Master of Commerce (MCom) in Accounting,,,,,,,,,,,,,,
Research Physician,https://jobs.bdjobs.com/jobdetails.asp?id=1132923&fcatId=-1&ln=1,Child Health Research Foundation (CHRF),Anywhere in Bangladesh,At least 2 year(s),MBBS degree from a Medical College recognized by the Bangladesh Medical and Dental Council (BMDC) ...,2023,,,,,,,,,,,,,,,
Senior Executive-ERP (IT),https://jobs.bdjobs.com/jobdetails.asp?id=1132793&fcatId=-1&ln=1,A Reputed Garments & Textile Group,"Gulshan, Sreepur",3 to 5 year(s),Bachelor of Science (BSc),2023,"BSc in CSE, Textile Engineering or Apparel Merchandising",,,,,,,,,,,,,,
Medical Support Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132921&fcatId=-1&ln=1,Noora Health,Dhaka,2 to 3 year(s),Science Graduate - Having experience in Health Service Delivery (nursing background) will be ...,2023,,,,,,,,,,,,,,,
"Head of Program Design and Development, Bangladesh",https://jobs.bdjobs.com/jobdetails.asp?id=1132918&fcatId=-1&ln=1,Noora Health,Dhaka,8 to 10 year(s),"A degree in Medical/Design/Behavior Change Communication/Public Health degree/Management, or ...",2023,,,,,,,,,,,,,,,
???? ????? ?????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132436&fcatId=-1&ln=2,BRAC,?????????? ?????? ??????,Na,?? ??? ??????? ?????? ?????????? ???? ???????? ?????? ??? ???????????? ??? ???????? ??????? ?? ...,2023,,,,,,,,,,,,,,,
Admin Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132917&fcatId=-1&ln=1,A Well Reupdated Company,Narayanganj,At least 8 year(s),Master of Business Administration (MBA),2023,Must be fluent in English and Bangla,,,,,,,,,,,,,,
Zonal Manager -  Jamuna Electronics and Automobiles,https://jobs.bdjobs.com/jobdetails.asp?id=1132916&fcatId=-1&ln=1,Jamuna Group,Anywhere in Bangladesh,At least 4 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Security Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132907&fcatId=-1&ln=1,A Well Reputed 100% Garments Manufacturing Company,Narayanganj,At least 8 year(s),Masters degree in any discipline,2023,"Safety and Security Management, Security Management",,,,,,,,,,,,,,
Communication Officer Bangladesh Cox`s Bazar,https://jobs.bdjobs.com/jobdetails.asp?id=1132435&fcatId=-1&ln=1,"Norwegian Refugee Council, Bangladesh",Cox's Bazar,At least 2 year(s),"A degree in journalism or communications is highly regarded but experience, motivation and/or ...",2023,,,,,,,,,,,,,,,
Associate Lawyer (Documentation),https://jobs.bdjobs.com/jobdetails.asp?id=1132888&fcatId=-1&ln=1,Yale Law Associates,Dhaka,2 to 3 year(s),Master of Law (LLM),2023,Bachelor of Laws (LLB) & Master of Laws (LLM) from a reputed University in ...,,,,,,,,,,,,,,
Digital Marketing Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132866&fcatId=-1&ln=1,Guardian Network,Malaysia,1 to 3 year(s),Bachelor of Business Administration (BBA) in Marketing sales,2023,,,,,,,,,,,,,,,
HSE Specialist-L&R,https://jobs.bdjobs.com/jobdetails.asp?id=1132897&fcatId=-1&ln=1,National Energy Services Limited,Sylhet,At least 1 year(s),Graduate/Diploma in Engineering from a reputed university/institution.,2023,Certification related to ...,,,,,,,,,,,,,,
Officer- Student Events,https://jobs.bdjobs.com/jobdetails.asp?id=1132901&fcatId=-1&ln=1,Scholastica Ltd. (A Concern of ASCENT Group),Dhaka,1 to 2 year(s),Masters in any discipline/ MBA,2023,,,,,,,,,,,,,,,
Senior Medical Officer-Gynae & Obstetrics,https://jobs.bdjobs.com/jobdetails.asp?id=1132915&fcatId=-1&ln=1,Bangladesh Specialized Hospital Ltd.,Dhaka,At least 3 year(s),Bachelor of Medicine and Bachelor of Surgery(MBBS),2023,Candidate having Part-1 in FCPS/MRCOG (Gynae ...,,,,,,,,,,,,,,
Chief Operating Officer (COO),https://jobs.bdjobs.com/jobdetails.asp?id=1132885&fcatId=-1&ln=1,Index Agro Industries Limited,Dhaka,At least 15 year(s),DVM/MBA/ Master`s from general education (15-20) years in agro based product sales & Marketing ...,2023,,,,,,,,,,,,,,,
Data Analyst,https://jobs.bdjobs.com/jobdetails.asp?id=1132879&fcatId=-1&ln=1,Dohatec New Media,Gulshan,0 to 2 year(s),Bachelor or Masters in Computer Science or relevant fields,2023,,,,,,,,,,,,,,,
Sr. Officer - Procurement,https://jobs.bdjobs.com/jobdetails.asp?id=1132759&fcatId=-1&ln=1,ARF GROUP is a sister Concern of S. ALAM GROUP,Rupganj,At least 7 year(s),"Bachelor or Master`s Degree in any Discipline, Preferred in MBA/Postgraduate Supply Chain ...",2023,,,,,,,,,,,,,,,
??????? ????,https://jobs.bdjobs.com/jobdetails.asp?id=1132913&fcatId=-1&ln=2,RenRioPakhi,?????????? ?????? ??????,At least 3 year(s),,2023,,,,,,,,,,,,,,,
Executive/Sr. Executive - Accounts & Finance,https://jobs.bdjobs.com/jobdetails.asp?id=1132911&fcatId=-1&ln=1,A Reputed Group of Company,Dhaka,2 to 5 year(s),"Bachelor of Commerce (B.com) in Accounting and finance, Master of Business Administration (MBA) in ...",2023,,,,,,,,,,,,,,,
Coordinator - Maternal and Newborn Health (MNH),https://jobs.bdjobs.com/jobdetails.asp?id=1132880&fcatId=-1&ln=1,Save the Children,Rangpur,At least 6 year(s),A Medical Graduate/MBBS with Masters in Public Health,2023,,,,,,,,,,,,,,,
Specialty Chef,https://jobs.bdjobs.com/jobdetails.asp?id=1132910&fcatId=-1&ln=1,Renaissance Dhaka Gulshan Hotel RDGH,Dhaka,At least 3 year(s),SSC,2023,Educational qualifications will be considered based on experience.,,,,,,,,,,,,,,
Social & Technical Compliance Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132908&fcatId=-1&ln=1,A Reputable and Well-Established Buying Office in Bangladesh,Chattogram,At least 5 year(s),University Graduate Preferably Law or Related Courses.,2023,Diploma or MA in Social Compliance.,,,,,,,,,,,,,,
Marketing Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132843&fcatId=-1&ln=1,South Ibna Sina Diognostic Center-Barishal,Barishal,Na,HSC,2023,,,,,,,,,,,,,,,
???????? ?????? ???????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132873&fcatId=-1&ln=2,MS Rabbi Motors,"????, ????? ???",Na,,2023,,,,,,,,,,,,,,,
????????? ???? ??????,https://jobs.bdjobs.com/jobdetails.asp?id=1132852&fcatId=-1&ln=2,MS Rabbi Motors,"????, ?????, ????? ???",Na,,2023,,,,,,,,,,,,,,,
Officer/Sr. Officer - Estate & Legal Affairs (Surveyor),https://jobs.bdjobs.com/jobdetails.asp?id=1132861&fcatId=-1&ln=1,Capital Petroleum Ltd.,Chattogram,At least 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Medical Coordinator (Doctor),https://jobs.bdjobs.com/jobdetails.asp?id=1133003&fcatId=-1&ln=1,Bangkok Hospital,Thailand,At least 2 year(s),MBBS,2023,,,,,,,,,,,,,,,
Cleaning Supervisor,https://jobs.bdjobs.com/jobdetails.asp?id=1132973&fcatId=-1&ln=1,NASSA GROUP,Dhaka,At least 4 year(s),Minimum HSC.,2023,Bachelor`s degree will get preference,,,,,,,,,,,,,,
Junior C++ Programmer,https://jobs.bdjobs.com/jobdetails.asp?id=1133005&fcatId=-1&ln=1,BDGAME STUDIO,Banani,Na,Diploma in Computer,2023,This is an entry level position.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Assistant Merchandiser (Knit Garments),https://jobs.bdjobs.com/jobdetails.asp?id=1132999&fcatId=-1&ln=1,Masco Group,Tongi,At least 2 year(s),B.Sc in Textile Engineering from any reputed textile institution.,2023,Skills Required: Buyer Handling,,,,,,,,,,,,,,
Office Asst./Coordinator-Travel and Logistics,https://jobs.bdjobs.com/jobdetails.asp?id=1132829&fcatId=-1&ln=1,Asian University for Women (AUW),"Chattogram, Chattogram Sadar",At least 3 year(s),,2023,,,,,,,,,,,,,,,
Administrative Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132998&fcatId=-1&ln=1,GIST Group,Dhaka,At least 1 year(s),BBA/ MBA/Bachelors Degree,2023,Graduation in any discipline. PGDHRM will be given an advantage.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Security Officer,https://jobs.bdjobs.com/jobdetails.asp?id=1132811&fcatId=-1&ln=1,Asian University for Women (AUW),"Chattogram, Chattogram Sadar",3 to 5 year(s),,2023,,,,,,,,,,,,,,,
Executive Coordinator,https://jobs.bdjobs.com/jobdetails.asp?id=1132948&fcatId=-1&ln=1,Chaldal Limited,Dhaka,1 to 2 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Asst. Mechanic (Engine),https://jobs.bdjobs.com/jobdetails.asp?id=1132994&fcatId=-1&ln=1,Barakah Auto solutions,Cantonment,5 to 9 year(s),,2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Executive (Store)/Sr. Executive (Store),https://jobs.bdjobs.com/jobdetails.asp?id=1132989&fcatId=-1&ln=1,9 Star Apparels Industries Ltd.,"Turag, Uttara",2 to 5 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Photographer,https://jobs.bdjobs.com/jobdetails.asp?id=1132058&fcatId=-1&ln=1,Ageless Enterprise,Dhaka,1 to 3 year(s),HSC,2023,,,,,,,,,,,,,,,
Executive - IT Department,https://jobs.bdjobs.com/jobdetails.asp?id=1132768&fcatId=-1&ln=1,Outsource Experts Ltd.,Dhaka,At least 3 year(s),Bachelor of Science (BSc) in Computer Science & Engineering,2023,,,,,,,,,,,,,,,
?????? ????????? ?????? (????????? ?????????),https://jobs.bdjobs.com/jobdetails.asp?id=1132977&fcatId=-1&ln=2,UDDIPAN,"??????, ??????, ?????????, ????????, ????, ???????, ????, ?????????, ?????????, ????????, ???????, ?????, ?????",At least 1 year(s),,2023,,,,,,,,,,,,,,,
Educational Consultant,https://jobs.bdjobs.com/jobdetails.asp?id=1132932&fcatId=-1&ln=1,Digi Edu Pro,Uttara,At least 1 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Chief of Party for Nobo Jatra Project ll,https://jobs.bdjobs.com/jobdetails.asp?id=1132966&fcatId=-1&ln=1,World Vision Bangladesh,Dhaka,At least 5 year(s),A Master`s degree in related field or equivalent experience in grant management in developing ...,2023,,,,,,,,,,,,,,,
Mechanical Commissioning Engineer,https://jobs.bdjobs.com/jobdetails.asp?id=1132954&fcatId=-1&ln=1,SS POWER I LTD,Banshkhali,7 to 10 year(s),B. Sc.  in Mechanical Engineering from a reputed University / Institution.,2023,,,,,,,,,,,,,,,
Software Engineer (ERP Developer),https://jobs.bdjobs.com/jobdetails.asp?id=1132929&fcatId=-1&ln=1,Medina Tech,Dhaka,At least 4 year(s),Bachelor in Engineering (BEngg),2023,,,,,,,,,,,,,,,
Treasurer,https://jobs.bdjobs.com/jobdetails.asp?id=1132969&fcatId=-1&ln=1,Prime University,Dhaka,At least 15 year(s),The candidate must have at least Master`s Degree from a recognized University.,2023,The candidate must ...,,,,,,,,,,,,,,
?????? (?????),https://jobs.bdjobs.com/jobdetails.asp?id=1132961&fcatId=-1&ln=2,???? ????? ?????? ????????? ???????? ???? ??????????? ?????????,???? ?????,At least 2 year(s),"????????, ?? ???? ?, ?? ?? ???? (????? ???? ???)?",2023,,,,,,,,,,,,,,,
????????????,https://jobs.bdjobs.com/jobdetails.asp?id=1132967&fcatId=-1&ln=2,???? ????? ?????? ????????? ???????? ???? ??????????? ?????????,???? ?????,At least 2 year(s),???????? ???,2023,,,,,,,,,,,,,,,
Officer/ Sr. Officer (Sales & Marketing),https://jobs.bdjobs.com/jobdetails.asp?id=1132968&fcatId=-1&ln=1,Nitol-Niloy Group,Anywhere in Bangladesh,0 to 1 year(s),Bachelor of Business Administration (BBA) in Marketing,2023,,,,,,,,,,,,,,,
Assessment Officer/ Recovery Officer (Amaar Hero),https://jobs.bdjobs.com/jobdetails.asp?id=1132964&fcatId=-1&ln=1,Nitol-Niloy Group,Anywhere in Bangladesh,Na,Bachelor of Business Administration (BBA),2023,Fresh Graduates from any discipline/ Diploma are highly ...,,,,,,,,,,,,,,
Controller of Examinations,https://jobs.bdjobs.com/jobdetails.asp?id=1132960&fcatId=-1&ln=1,Prime University,Dhaka,At least 15 year(s),Minimum 2nd Class Master Degree from recognized university with sufficient IT knowledge. No 3rd ...,2023,,,,,,,,,,,,,,,
Sr. Manager,https://jobs.bdjobs.com/jobdetails.asp?id=1132909&fcatId=-1&ln=1,Evergreen Products Factory (BD) Ltd.,Dhaka,At least 8 year(s),Master of Business Administration (MBA) in Accounting,2023,CA/CC,,,,,,,,,,,,,,
"Laver Developer (PHP, Laravel, Full Stack)",https://jobs.bdjobs.com/jobdetails.asp?id=1127163&fcatId=-1&ln=1,GetUp Limited (Sister concern of Softifybd Limited),Gulshan,At least 3 year(s),Bachelor degree in any discipline,2023,Educational qualification may be compromised for people with ...,,,,,,,,,,,,,,
Operations Executive,https://jobs.bdjobs.com/jobdetails.asp?id=1132927&fcatId=-1&ln=1,Millennium Certis Security Bangladesh Limited,Dhaka,2 to 3 year(s),Bachelor degree in any discipline,2023,,,,,,,,,,,,,,,
Quality Manager (Knit Factory),https://jobs.bdjobs.com/jobdetails.asp?id=1132959&fcatId=-1&ln=1,Mohsin Knitwears Ltd,Narayanganj,At least 5 year(s),B.Sc in Textile Engineering  is preferable or Masters in  any Subject.,2023,,,,,,,,,,,,,,,
Financial Associate,https://jobs.bdjobs.com/jobdetails.asp?id=1132544&fcatId=-1&ln=2,Bozlur Rahman Agency,???????,Na,,2023,,,,,,,,,,,,,,,
"Head of Operations, Hotel Division",https://jobs.bdjobs.com/jobdetails.asp?id=1132955&fcatId=-1&ln=1,Hotel X,Dhaka,At least 12 year(s),Education in the relevant field/related subject.,2023,Diploma in Hotel Management & Hospitality.,,,,,,,,,,,,,,
"Manager, Business Analyst",https://jobs.bdjobs.com/jobdetails.asp?id=1132947&fcatId=-1&ln=1,Akij Group,Dhaka,At least 10 year(s),Masters degree in any discipline,2023,,,,,,,,,,,,,,,
