Job Title,Description Link,Company Name,Location,Experience ,Education Qualification,Year,Deadline,Date Posted,Source,location,desc,Company name,Deadline ,Job Type,Salary Amount
"branch manager, labaid limited (diagnostics), barishal",,,Bhola,,,,,2023-10-27,SkillJob,,,Labaid Hospital,Tue Feb 28 2023,Full Time,Negotiable
"branch manager, labaid limited (diagnostics), rajshahi",,,Pabna,,,,,2023-10-27,SkillJob,,,Labaid Hospital,Tue Feb 28 2023,Full Time,Negotiable
"branch manager, labaid limited (diagnostics), dhaka",,,"Narsingdi, Tangail",,,,,2023-10-27,SkillJob,,,Labaid Hospital,Tue Feb 28 2023,Full Time,Negotiable
graphic designer for mobile application,,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,Kite Games Studio Ltd.,Tue Feb 28 2023,Full Time,Negotiable
jr. executive (cooler service),,,Anywhare,,,,,2023-10-27,SkillJob,,,Akij Food & Beverage Ltd.,Mon Feb 27 2023,Full Time,Negotiable
officer (production)-akij paticle board mills ltd.(printing section),,,Mymensingh,,,,,2023-10-27,SkillJob,,,Akij Group,Mon Feb 27 2023,Full Time,Negotiable
sr. executive - credit recovery,,,Chattogram,,,,,2023-10-27,SkillJob,,,KF International,Fri Mar 17 2023,Full Time,Negotiable
full stack laravel developer,,,Dhaka (Dhanmondi),,,,,2023-10-27,SkillJob,,,Icicle Corporation,Mon Mar 13 2023,Full Time,Negotiable
assistant manager-qc (calcium carbonate plant),,,Narayanganj,,,,,2023-10-27,SkillJob,,,Meghna Group of Industries,Sat Feb 25 2023,Full Time,Negotiable
"ghat supervisor-logistics, cement",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Meghna Group of Industries,Sat Feb 25 2023,Full Time,Negotiable
sr. officer/ executive - sales & marketing (united feeds limited),,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Meghna Group of Industries,Tue Feb 28 2023,Full Time,Negotiable
"executive , internal control & compliance",,,Dhaka,,,,,2023-10-27,SkillJob,,,Akij Food & Beverage Ltd.,Sat Feb 25 2023,Full Time,Negotiable
senior test engineer/ test engineer (software),,,Dhaka,,,,,2023-10-27,SkillJob,,,LEADS Corporation Limited,Sat Feb 25 2023,Full Time,Negotiable
officer (internal audit),,,Dhaka,,,,,2023-10-27,SkillJob,,,Akij Group,Sun Feb 26 2023,Full Time,Negotiable
digital marketing paid internship in khulna (seo),,,Khulna,,,,,2023-10-27,SkillJob,,,Host The Website,Thu Mar 16 2023,Full Time,Negotiable
"officer, it noc",,,Dhaka,,,,,2023-10-27,SkillJob,,,Healthcare Pharmaceuticals Ltd,Sat Feb 25 2023,Full Time,Negotiable
manager - sales & marketing (chittagong),,,Chattogram,,,,,2023-10-27,SkillJob,,,Guard Technology Ltd.,Tue Feb 28 2023,Full Time,Negotiable
manager - sales & marketing (dhaka),,,Dhaka,,,,,2023-10-27,SkillJob,,,Guard Technology Ltd.,Tue Feb 28 2023,Full Time,Negotiable
data artist (associate) - night shift,,,"Chattogram, Dhaka",,,,,2023-10-27,SkillJob,,,Catalyst Solutions(Sister Organization Of Adiva Gr,Mon Mar 20 2023,Full Time,18000 - 25000
"intern, client relationship",,,Dhaka,,,,,2023-10-27,SkillJob,,,Daffodil Software Limited,Thu Mar 30 2023,Full Time,Negotiable
"officer, ie (leed platinum green factory located at konabari, gazipur)",,,Gazipur,,,,,2023-10-27,SkillJob,,,Group QA,Tue Feb 28 2023,Full Time,Negotiable
web developer ( front-end ),,,"Baridhara, Dhaka",,,,,2023-10-27,SkillJob,,,SEO Expate Bangladesh Ltd,Thu Mar 02 2023,Full Time,20000 - 30000
sales & marketing executive,,,"Daffodil Smart City, Ashulia, Dhaka",,,,,2023-10-27,SkillJob,,,HRDI,Sun Feb 26 2023,Full Time,Negotiable
executive - marketing,,,Dhaka,,,,,2023-10-27,SkillJob,,,Green Peak Holdings Ltd.,Sat Feb 25 2023,Full Time,Negotiable
receptionist (front desk),,,Dhaka,,,,,2023-10-27,SkillJob,,,Doyel Development Properties Ltd,Tue Feb 28 2023,Full Time,Negotiable
"project engineer, construction",,,Dhaka,,,,,2023-10-27,SkillJob,,,Doyel Development Properties Ltd,Tue Feb 28 2023,Full Time,Negotiable
assistant manager (internal audit),,,Dhaka (Uttara),,,,,2023-10-27,SkillJob,,,Dongyi Sourcing Limited.,Sat Feb 25 2023,Full Time,Negotiable
personal secretary to md,,,Dhaka (Uttara),,,,,2023-10-27,SkillJob,,,Dongyi Sourcing Limited.,Sat Feb 25 2023,Full Time,Negotiable
customer service officer,,,Sylhet,,,,,2023-10-27,SkillJob,,,Sylhet Immigration and Consultancy Firm,Fri Mar 17 2023,Internship,Negotiable
client & vendor communication executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Leadcraft IT Solutions,Wed Mar 15 2023,Full Time,20000 - 30000
"sr. executive/executive, finance & accounts",,,Dhaka,,,,,2023-10-27,SkillJob,,,Bahon Limited,Sat Mar 18 2023,Full Time,Negotiable
sales executive,,,"Bogura, Chattogram, Cumilla, Dhaka, Gazipur, Jashore, Narayanganj, Rajshahi, Sylhet.",,,,,2023-10-27,SkillJob,,,Bioband Safetymatics Co.,Fri Mar 17 2023,Full Time,Negotiable
telesales intern,,,"Daffodil Smart City-Dsc, Ashulia",,,,,2023-10-27,SkillJob,,,HRDI,Sun Feb 26 2023,Full Time,Negotiable
student associate,,,"Daffodil Smart City-Dsc, Ashulia",,,,,2023-10-27,SkillJob,,,HRDI,Sun Feb 26 2023,Part Time,5000 - 5000
hr executive,,,Dhaka,,,,,2023-10-27,SkillJob,,,Dhaka Regency Hotel & Resort,Sun Mar 12 2023,Full Time,Negotiable
team lead - technical help desk.,,,Dhaka,,,,,2023-10-27,SkillJob,,,Data Edge Limited,Tue Feb 28 2023,Full Time,Negotiable
executive- research & development,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Sun Mar 05 2023,Full Time,Negotiable
head of business development,,,Dhaka (Gulshan),,,,,2023-10-27,SkillJob,,,Deen Group,Wed Mar 01 2023,Full Time,Negotiable
assistant dorm supervisor,,,Dhaka,,,,,2023-10-27,SkillJob,,,BRAC University,Thu Feb 23 2023,Full Time,Negotiable
lab technical officer,,,Dhaka,,,,,2023-10-27,SkillJob,,,BRAC University,Tue Feb 28 2023,Full Time,Negotiable
"senior executive - safety, health & environment.",,,Munshiganj (Gazaria),,,,,2023-10-27,SkillJob,,,JMI Industrial Gas Ltd.,Tue Feb 28 2023,Full Time,Negotiable
customer service representative,,,Dhaka,,,,,2023-10-27,SkillJob,,,Digicon Technologies Ltd.,Tue Feb 28 2023,Full Time,9500 - 10000
estimation & boq engineering,,,Dhaka,,,,,2023-10-27,SkillJob,,,JCX Developments Ltd.,Tue Mar 07 2023,Full Time,Negotiable
manager - internal audit,,,Dhaka,,,,,2023-10-27,SkillJob,,,JCX Developments Ltd.,Thu Mar 16 2023,Full Time,Negotiable
general manager - accounts,,,Dhaka,,,,,2023-10-27,SkillJob,,,Jamuna Group,Tue Feb 28 2023,Full Time,Negotiable
"dgm/ gm, taxation",,,Dhaka,,,,,2023-10-27,SkillJob,,,Jamuna Group,Sat Feb 25 2023,Full Time,Negotiable
sr. executive - digital marketing cum motion graphics designer (wholesale club ltd.),,,Dhaka,,,,,2023-10-27,SkillJob,,,Jamuna Group,Thu Mar 02 2023,Full Time,Negotiable
in-charge safety & quality audit,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Tue Feb 28 2023,Full Time,Negotiable
executive - human resources,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Tue Feb 21 2023,Full Time,Negotiable
seo expert & content writer,,,Dhaka,,,,,2023-10-27,SkillJob,,,Circle Inteior Pvt. Limited,Thu Feb 23 2023,Full Time,15000 - 25000
ielts instructor,,,Dhaka,,,,,2023-10-27,SkillJob,,,Global Vision,Mon Feb 20 2023,Full Time,Negotiable
marketing executive (internship),,,Dhanmondi,,,,,2023-10-27,SkillJob,,,Spiral World,Tue Feb 28 2023,Full Time,Negotiable
quality manager,,,Gazipur,,,,,2023-10-27,SkillJob,,,Giant Group,Sat Feb 25 2023,Full Time,Negotiable
commis chef,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Fri Feb 24 2023,Full Time,18000 - 22000
sr. executive - human resources,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Tue Feb 28 2023,Full Time,Negotiable
officer - analytical lab (textile division),,,Narayanganj,,,,,2023-10-27,SkillJob,,,Fakir Apparels Ltd.,Thu Mar 16 2023,Full Time,18000 - 22000
sr. executive / asst.manager- training center,,,Narayanganj,,,,,2023-10-27,SkillJob,,,Fakir Apparels Ltd.,Fri Mar 03 2023,Full Time,Negotiable
executive - audit (textile),,,Narayanganj,,,,,2023-10-27,SkillJob,,,Fakir Apparels Ltd.,Wed Mar 01 2023,Full Time,Negotiable
mechanical engineer - audit,,,Narayanganj,,,,,2023-10-27,SkillJob,,,Fakir Apparels Ltd.,Tue Feb 28 2023,Full Time,Negotiable
zonal manager - jamuna electronics and automobiles,,,Anywhere,,,,,2023-10-27,SkillJob,,,Jamuna Group,Sat Feb 18 2023,Full Time,Negotiable
executive - audit (general),,,Narayanganj,,,,,2023-10-27,SkillJob,,,Fakir Apparels Ltd.,Wed Mar 01 2023,Full Time,Negotiable
outlet manager / assistant outlet manager (samsung smart plaza) (chittagong,,,"Brahmanbaria, Feni, Noakhali",,,,,2023-10-27,SkillJob,,,Fair Electronics Ltd.,Mon Feb 20 2023,Full Time,Negotiable
outlet manager / assistant outlet manager (samsung smart plaza) (dhaka),,,"Dhaka, Gazipur, Kishoreganj",,,,,2023-10-27,SkillJob,,,Fair Electronics Ltd.,Mon Feb 20 2023,Full Time,Negotiable
supervisor - housekeeping (wholesale club ltd.),,,Dhaka,,,,,2023-10-27,SkillJob,,,Jamuna Group,Thu Feb 16 2023,Full Time,Negotiable
outlet manager / assistant outlet manager (samsung smart plaza) (khulna),,,"Jashore, Bagerhat",,,,,2023-10-27,SkillJob,,,Fair Electronics Ltd.,Mon Feb 20 2023,Full Time,Negotiable
software engineer- django,,,Dhaka (Banani),,,,,2023-10-27,SkillJob,,,ISHO Limited,Wed Mar 15 2023,Full Time,Negotiable
product manager (samsung - consumer electronics),,,Dhaka (Banani),,,,,2023-10-27,SkillJob,,,Fair Electronics Ltd.,Mon Feb 20 2023,Full Time,Negotiable
customer support executive,,,Dhaka (Mirpur),,,,,2023-10-27,SkillJob,,,Explore Next Information Ltd. (EXNIN),Sat Mar 04 2023,Full Time,10000 - 15000
"sr. executive, security surveillance (pre-sales)",,,Dhaka,,,,,2023-10-27,SkillJob,,,Excel Technologies Ltd.,Mon Feb 20 2023,Full Time,Negotiable
executive/senior executive - products & partnership,,,Dhaka,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Wed Mar 15 2023,Full Time,Negotiable
assistant relationship manager/ relationship manager - retail liability,,,Dhaka,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Sat Mar 11 2023,Full Time,Negotiable
executive/sr. executive - business development (firsttrip),,,Anywhare,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Thu Feb 23 2023,Full Time,Negotiable
executive - branch operations,,,Sylhet,,,,,2023-10-27,SkillJob,,,IPDC Finance Limited,Sat Mar 11 2023,Full Time,Negotiable
executive/ senior executive - audit & cost control,,,Dhaka,,,,,2023-10-27,SkillJob,,,US-Bangla Airlines,Mon Feb 20 2023,Full Time,Negotiable
digital marketing,,,Dhaka,,,,,2023-10-27,SkillJob,,,Daffodil Computers Ltd,Thu Feb 23 2023,Internship,Negotiable
"executive, operations",,,Dhaka,,,,,2023-10-27,SkillJob,,,Excel Technologies Ltd.,Mon Feb 20 2023,Full Time,Negotiable
business development(unpaid),,,"Head Office: 64/3 Lake Circus, Kalabagan Mirpur Road Dhaka",,,,,2023-10-27,SkillJob,,,Daffodil Computers Ltd,Thu Feb 23 2023,Internship,Negotiable
"sr. executive, it",,,Dhaka,,,,,2023-10-27,SkillJob,,,Healthcare Pharmaceuticals Ltd,Thu Feb 23 2023,Full Time,Negotiable
executive/ senior executive - garments planning,,,Narayanganj (Sonargaon),,,,,2023-10-27,SkillJob,,,Esquire Knit Composite Ltd.,Sat Feb 25 2023,Full Time,Negotiable
"executive, mis",,,Dhaka,,,,,2023-10-27,SkillJob,,,Healthcare Pharmaceuticals Ltd,Thu Feb 16 2023,Full Time,Negotiable
digital marketing & seo expert,,,"Dhaka (Adabor, Dhanmondi, Kalabagan, Kawran Bazar, Lalbagh, Mirpur, Mohammadpur, New Market, Paltan, Shahbag, Sher-E-Bangla Nagar, Tejgaon)",,,,,2023-10-27,SkillJob,,,eShikhon.com - IT & Freelancing Training Institute,Tue Feb 28 2023,Full Time,20000 - 35000
"engineer, business development",,,Anywhare,,,,,2023-10-27,SkillJob,,,Green Dot Limited,Sat Mar 11 2023,Full Time,Negotiable
executive/ senior executive - business development,,,Anywhere,,,,,2023-10-27,SkillJob,,,Green Dot Limited,Tue Feb 28 2023,Full Time,Negotiable
creative designer (ui/ux and graphics),,,Dhaka (Mohakhali),,,,,2023-10-27,SkillJob,,,Golden Harvest InfoTech,Fri Mar 17 2023,Full Time,Negotiable
content developer,,,Dhaka,,,,,2023-10-27,SkillJob,,,Daffodil Software Limited,Sat Mar 18 2023,Full Time,Negotiable
"trainee, products & solution design",,,Dhaka,,,,,2023-10-27,SkillJob,,,Data Edge Limited,Tue Feb 28 2023,Full Time,Negotiable
head of central ie & planning,,,Narayanganj,,,,,2023-10-27,SkillJob,,,Crony Group,Tue Feb 28 2023,Full Time,Negotiable
executive (showroom),,,Dhaka (Mohammadpur),,,,,2023-10-27,SkillJob,,,Dream Touch Architects ltd.,Wed Mar 01 2023,Full Time,Negotiable
executive - procurement (epc-3),,,Dhaka,,,,,2023-10-27,SkillJob,,,Confidence Group,Sat Feb 18 2023,Full Time,Negotiable
architect,,,Dhaka (Mohammadpur),,,,,2023-10-27,SkillJob,,,Dream Touch Architects ltd.,Sat Feb 25 2023,Full Time,Negotiable
executive - accounts & cost control (epc 3),,,Dhaka,,,,,2023-10-27,SkillJob,,,Confidence Group,Sat Feb 18 2023,Full Time,Negotiable
junior officer - agriculture,,,Gazipur,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Tue Mar 14 2023,Full Time,Negotiable
"deputy manager, buyback",,,Dhaka,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Tue Feb 28 2023,Full Time,Negotiable
"executive/ sr. executive, sales (bti brokerage)",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Tue Feb 28 2023,Full Time,Negotiable
"project engineer/ residential engineer, construction",,,Dhaka,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Mon Feb 20 2023,Full Time,Negotiable
assistant manager - accounts & cost control (epc 3),,,Anywhare,,,,,2023-10-27,SkillJob,,,Confidence Group,Fri Feb 17 2023,Full Time,Negotiable
"executive, business development",,,Dhaka,,,,,2023-10-27,SkillJob,,,PCI LTD.,Fri Feb 17 2023,Full Time,Negotiable
business development & sales manager,,,Dhaka,,,,,2023-10-27,SkillJob,,,PCI LTD.,Fri Feb 17 2023,Full Time,Negotiable
"agm, marketing",,,Dhaka,,,,,2023-10-27,SkillJob,,,PCI LTD.,Fri Feb 17 2023,Full Time,Negotiable
"executive - store (foy's lake complex, chattogram)",,,Chattogram,,,,,2023-10-27,SkillJob,,,Concord Group,Thu Feb 09 2023,Full Time,20000 - 22000
production officer,,,Dhaka,,,,,2023-10-27,SkillJob,,,North End (Pvt.) Ltd.,Tue Feb 28 2023,Full Time,18250 - 32250
assistant resident engineer/deputy resident engineer - electrical (internal audit department),,,Anywhare,,,,,2023-10-27,SkillJob,,,Concord Group,Tue Mar 07 2023,Full Time,Negotiable
assistant resident engineer/deputy resident engineer - civil (internal audit department),,,Dhaka,,,,,2023-10-27,SkillJob,,,Concord Group,Tue Mar 07 2023,Full Time,Negotiable
assistant resident engineer (electrical),,,Dhaka,,,,,2023-10-27,SkillJob,,,Concord Group,Tue Mar 07 2023,Full Time,30000 - 40000
"dgm/ gm, construction (chattogram)",,,Chattogram,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Mon Feb 20 2023,Full Time,Negotiable
"senior executive, digital marketing",,,Dhaka,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Mon Feb 20 2023,Full Time,Negotiable
"assistant manager/ deputy manager, business development",,,Dhaka (Gulshan),,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Mon Feb 20 2023,Full Time,Negotiable
sales executive,,,Anywhare,,,,,2023-10-27,SkillJob,,,Computer Solutions Inc,Tue Feb 28 2023,Full Time,15000 - 20000
"executive/ sr. executive, business development",,,Dhaka,,,,,2023-10-27,SkillJob,,,Building technology & ideas ltd.,Mon Feb 20 2023,Full Time,Negotiable
"executive/ senior executive, hr & admin (media unit)",,,Dhaka (Wari),,,,,2023-10-27,SkillJob,,,City Group,Mon Feb 20 2023,Full Time,Negotiable
distribution incharge,,,Narayanganj (Rupganj),,,,,2023-10-27,SkillJob,,,City Group,Tue Feb 28 2023,Full Time,Negotiable
"distribution incharge, brac dairy and food project (brac enterprise)",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,BRAC,Mon Feb 20 2023,Full Time,Negotiable
"officer, sales (brac fisheries enterprise)",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,BRAC,Mon Feb 20 2023,Full Time,Negotiable
android app developer,,,Anywhere,,,,,2023-10-27,SkillJob,,,Codemen Solutions Limited,Sun Feb 26 2023,Contractual,Negotiable
front desk executive (female),,,Dhaka,,,,,2023-10-27,SkillJob,,,Ahava Fashion Ltd,Thu Mar 16 2023,Full Time,10000 - 12000
"assistant manager, brand",,,Dhaka,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
"senior officer/ asst. manager, core platform product, solution architecture & planning",,,Dhaka,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
software technical lead (.net),,,Dhaka (Gulshan),,,,,2023-10-27,SkillJob,,,Enosis Solutions,Sat Feb 25 2023,Full Time,135000 - 190000
"manager, core platform product, solution architecture & planning",,,Dhaka,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
"officer/sr. officer - community management, communications",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
territory officer,,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
"senior engineer/ assistant manager, sales (prefabricated steel structure products)",,,Anywhare,,,,,2023-10-27,SkillJob,,,Energypac Power Generation Ltd.,Fri Feb 24 2023,Full Time,40000 - 60000
"officer, merchant management, online payments",,,Dhaka,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Sat Feb 25 2023,Full Time,Negotiable
seo expert and content writer,,,Dhaka (Gulshan),,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Wed Mar 08 2023,Full Time,Negotiable
3d technician - sample & cad,,,Dhaka (Mirpur),,,,,2023-10-27,SkillJob,,,Bitopi Group,Sat Feb 25 2023,Full Time,Negotiable
jr. sales executive/ sales executive (showroom),,,Anywhare,,,,,2023-10-27,SkillJob,,,Electra International,Thu Feb 23 2023,Full Time,Negotiable
client servicing associate,,,Dhaka,,,,,2023-10-27,SkillJob,,,Brand & Visual,Sat Feb 25 2023,Full Time,12000 - 15000
android apps developer,,,"Baridhara, Dhaka",,,,,2023-10-27,SkillJob,,,SEO Expate Bangladesh Ltd,Thu Mar 02 2023,Full Time,20000 - 30000
executive/ sr. executive (accounts department),,,Dhaka,,,,,2023-10-27,SkillJob,,,Electra International,Thu Feb 23 2023,Full Time,Negotiable
web developer ( back-end ),,,"Baridhara, Dhaka",,,,,2023-10-27,SkillJob,,,SEO Expate Bangladesh Ltd,Mon Mar 13 2023,Full Time,20000 - 30000
content writer,,,"Baridhara, Dhaka",,,,,2023-10-27,SkillJob,,,SEO Expate Bangladesh Ltd,Mon Mar 13 2023,Full Time,20000 - 25000
???????????????????????????? ????????t?????(?????o???),,,Dhaka,,,,,2023-10-27,SkillJob,,,EkkBaz,Tue Feb 21 2023,Full Time,15000 - 18000
"executive, corporate sales",,,Dhaka,,,,,2023-10-27,SkillJob,,,Kiosk,Sun Feb 26 2023,Full Time,12000 - 15000
edison real estate ltd,,,Dhaka,,,,,2023-10-27,SkillJob,,,Edison Real Estate Ltd.,Thu Feb 09 2023,Full Time,Negotiable
"executive, human resources",,,"Gazipur, Pabna",,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Sun Feb 19 2023,Full Time,Negotiable
sales officer,,,Anywhare,,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Fri Feb 17 2023,Full Time,Negotiable
senior executive (in charge of media management),,,Dhaka,,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Wed Feb 22 2023,Full Time,Negotiable
"executive, internal audit (corporate headquarter)",,,Dhaka,,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Sun Feb 19 2023,Full Time,Negotiable
executive- commercial,,,Dhaka,,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Fri Feb 24 2023,Full Time,Negotiable
executive-public relations,,,Dhaka,,,,,2023-10-27,SkillJob,,,Square Pharmaceuticals Ltd.,Sat Feb 25 2023,Full Time,Negotiable
"relationship executive, government channel",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,bKash Ltd.,Mon Feb 20 2023,Full Time,Negotiable
visualiser,,,Dhaka (Gulshan),,,,,2023-10-27,SkillJob,,,AH&Z Associates Ltd,Wed Mar 08 2023,Full Time,Negotiable
assistant accounts officer - taxation,,,Dhaka,,,,,2023-10-27,SkillJob,,,Advanced Chemical Industries Limited (ACI),Sat Feb 25 2023,Full Time,Negotiable
general manager,,,Dhaka,,,,,2023-10-27,SkillJob,,,Gprojukti.com Ltd,Tue Feb 28 2023,Full Time,150000 - 200000
assistant manager - operational excellence,,,Narayanganj,,,,,2023-10-27,SkillJob,,,Akij Resources Limited,Sat Feb 25 2023,Full Time,Negotiable
trainee-operational excellence,,,Dhaka,,,,,2023-10-27,SkillJob,,,Akij Resources Limited,Sat Feb 25 2023,Full Time,Negotiable
officer - operational excellence,,,Narayanganj,,,,,2023-10-27,SkillJob,,,Akij Resources Limited,Sat Feb 25 2023,Full Time,Negotiable
officer/ senior officer - marketing,,,Dhaka,,,,,2023-10-27,SkillJob,,,Akij Resources Limited,Mon Feb 20 2023,Full Time,Negotiable
assistant/hall officer,,,"Daffodil Smart City, Ashulia",,,,,2023-10-27,SkillJob,,,Creative International - (Daffodil Family),Mon Feb 20 2023,Full Time,15000 - 20000
territory sales officer,,,Dhaka,,,,,2023-10-27,SkillJob,,,PCI LTD.,Sat Feb 18 2023,Full Time,Negotiable
"associate manger/ manager, enterprise network services",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,BRAC Bank Limited,Mon Feb 20 2023,Full Time,Negotiable
"associate relationship manager - senior relationship manager, mncs - global corporate, tb - corporat",,,Anywhere In Bangladesh,,,,,2023-10-27,SkillJob,,,BRAC Bank Limited,Sat Feb 25 2023,Full Time,Negotiable
